course,crn,instructor,days,start_time,end_time
SOCI 505,24620,"Chavez, Sergio",Mon,14:00,16:50
SOCI 514,23656,"Brown, Tony",Thu,13:00,15:50
SOCI 521,23148,"Potter, Daniel",Mon,18:00,21:00
SOCI 537,23657,"Turley, Ruth",Fri,13:00,15:50
SOCI 541,22667,"Rhodes, Anna",Mon,14:00,16:50
SOCI 553,25453,"Thomas, Kevin",Tue,14:30,16:59
SOCI 583,22668,"Bryan, Brielle","Tue,Thu",09:25,10:40
SOCI 607,24623,"Waggoner, Miranda",Wed,13:00,15:30
SOCI 609,20370,"Ecklund, Elaine Howard",Thu,11:30,13:29
SOCI 610,20356,"Fiel, Jeremy",Fri,12:00,12:45
GLHT 314,24487,"Loyo Rosales, Jorge","Mon,Wed",11:00,12:15
GLHT 360,20194,"Bond, Meaghan","Tue,Thu",14:30,15:45
GLHT 452,20169,"Lee, Kiara","Mon,Wed,Fri",08:30,09:50
GLHT 593,25712,"Lee, Kiara Hopkins, Loren Panahi, Hesam",Thu,16:00,18:30
GLHT 595,24660,"Lee, Kiara",Tue,17:00,18:15
NSCI 120,20408,"McNeil, Carrie","Tue,Thu",10:50,12:05
NSCI 120,20522,"McNeil, Carrie","Tue,Thu",09:25,10:40
NSCI 320,21087,"Solomon, Scott Kapcha, Lauren",Mon,16:00,16:50
NSCI 501,20183,"Hernandez Sanchez, Raul",Wed,15:00,15:50
NSCI 501,22880,"Wagner, Daniel",Wed,15:00,15:50
NSCI 501,22879,"Siemann, Evan",Wed,15:00,15:50
NSCI 501,22878,"Zelt, Colin A.",Wed,15:00,15:50
NSCI 501,22877,"Alexander, David",Wed,15:00,15:50
NSCI 511,22097,"George, Dalton",Fri,11:00,13:30
NSCI 515,25893,"Jernigan, Mark","Tue,Thu",13:00,14:15
NSCI 520,21088,"Solomon, Scott Kapcha, Lauren",Mon,16:00,16:50
NSCI 590,21332,"Papakonstantinou, Anne",Tue,16:00,18:59
POLI 102,22065,"Arslan, Ali",Wed,14:00,14:50
POLI 210,26012,"Arellano, Alec","Mon,Wed",10:00,10:50
POLI 210,26012,"Arellano, Alec",Fri,10:00,10:50
POLI 210,26013,"Arellano, Alec","Mon,Wed",10:00,10:50
POLI 210,26013,"Arellano, Alec",Fri,10:00,10:50
POLI 210,26014,"Arellano, Alec","Mon,Wed",10:00,10:50
POLI 210,26014,"Arellano, Alec",Fri,13:00,13:50
POLI 210,26015,"Arellano, Alec","Mon,Wed",10:00,10:50
POLI 210,26015,"Arellano, Alec",Fri,14:00,14:50
POLI 211,22705,"Aktan, Dogus","Mon,Wed,Fri",09:00,09:50
POLI 260,24585,"Vann, Elizabeth","Tue,Thu",10:50,12:05
POLI 323,23044,"Arellano, Alec","Tue,Thu",16:00,17:15
POLI 324,24627,"Wood, Philip","Tue,Thu",16:00,17:15
POLI 338,23209,"Pugh, Alex","Tue,Thu",10:50,12:05
POLI 362,24586,"Marschall, Melissa","Tue,Thu",13:00,14:15
POLI 366,24587,"Kumar, Rithika","Tue,Thu",09:25,10:40
POLI 369,24588,"Aktan, Dogus","Tue,Thu",13:00,14:15
POLI 372,24589,"Morgan, Cliff","Mon,Wed,Fri",10:00,10:50
POLI 375,24590,"Staisch, Matthias","Mon,Wed,Fri",11:00,11:50
POLI 377,25572,"Lewis, Steven",Thu,19:00,21:29
POLI 395,21333,"Aktan, Dogus","Tue,Thu",09:25,10:40
POLI 395,21333,"Aktan, Dogus",Thu,19:00,19:50
POLI 455,24701,"Jung, Jae-Hee",Mon,15:00,17:30
POLI 467,22724,"Norman, Kelsey",Wed,14:00,16:30
POLI 472,24591,"Morgan, Cliff",Mon,14:00,16:30
POLI 481,24592,"Robinson, Kaitlyn",Tue,14:30,17:00
POLI 511,22659,"Stevenson, Randolph",Wed,14:00,16:50
POLI 513,24593,"Tyler, Matthew",Thu,14:30,17:00
POLI 521,25484,"Kumar, Rithika",Wed,09:00,11:50
POLI 530,24594,"Peterson, Erik",Thu,09:00,11:50
POLI 541,24595,"Leeds, Ashley",Mon,14:00,16:50
EDES 120,24664,"Hunter, Deirdre Holmes, Kevin","Tue,Thu",10:50,12:05
EDES 120,24665,"Holmes, Kevin Hunter, Deirdre","Tue,Thu",13:00,14:15
EDES 120,24661,"Hunter, Deirdre Holmes, Kevin","Tue,Thu",14:30,15:45
EDES 200,23361,"Hunter, Deirdre Oden, Z. Maria","Mon,Wed",15:30,16:45
EDES 210,23362,"Wettergreen, Matthew","Tue,Thu",16:00,17:15
EDES 210,24663,"Bisesti, Heather","Tue,Thu",17:30,18:50
EDES 220,23480,"Hunter, Deirdre Holmes, Kevin","Tue,Thu",10:50,12:05
EDES 220,23481,"Holmes, Kevin Hunter, Deirdre","Tue,Thu",13:00,14:15
EDES 220,24662,"Hunter, Deirdre Holmes, Kevin","Tue,Thu",14:30,15:45
EDES 301,23363,"Welsh, Erik","Tue,Thu",20:00,21:15
EDES 350,23364,"Bisesti, Heather","Tue,Thu",16:00,17:15
FWIS 201,23736,"Burch, Paul","Tue,Thu",14:30,15:45
FWIS 206,24338,"Smith, Amanda","Tue,Thu",09:25,10:40
FWIS 207,23863,"Derrick, Scott","Mon,Wed,Fri",13:00,13:50
FWIS 211,23119,"Stenson, Jared","Tue,Thu",14:30,15:45
FWIS 216,24339,"Sanders, Dru","Mon,Wed,Fri",14:00,14:50
FWIS 218,24340,"Cook, Nina","Tue,Thu",09:25,10:40
FWIS 218,24341,"Cook, Nina","Tue,Thu",10:50,12:05
FWIS 219,25641,"Monroe, Bill","Mon,Wed",16:00,17:15
FWIS 222,24342,"Cook, Nina","Tue,Thu",13:00,14:15
FWIS 225,23721,"Garib, Ali","Tue,Thu",14:30,15:45
FWIS 225,24343,"Garib, Ali","Tue,Thu",16:00,17:15
FWIS 230,24345,"Smith, Amanda","Tue,Thu",10:50,12:05
FWIS 233,24346,"Yan, Jiajun","Tue,Thu",13:00,14:15
FWIS 234,25751,"Suzuki, Mamiko","Mon,Wed",16:00,17:15
FWIS 235,24347,"Gan, Quan","Tue,Thu",10:50,12:05
FWIS 237,23215,"Klein, Andrew","Mon,Wed,Fri",13:00,13:50
FWIS 237,23203,"Nixon, Burke","Mon,Wed,Fri",13:00,13:50
FWIS 242,23581,"Metcalf, Alida","Mon,Wed,Fri",13:00,13:50
FWIS 243,24348,"Lee, Cin-Ty","Tue,Thu",09:25,10:40
FWIS 244,25642,"McCabe, Thomas","Mon,Wed",16:00,17:15
FWIS 246,24349,"Osei-Opare, Nana","Mon,Wed,Fri",10:00,10:50
FWIS 250,25703,"Fanger, Claire","Tue,Thu",10:50,12:05
FWIS 253,25648,"Yunis, Harvey","Tue,Thu",16:00,17:15
FWIS 255,24350,"Ryang, Sonia",Tue,13:00,15:30
FWIS 256,24351,"Fache, Caroline","Mon,Wed,Fri",09:00,09:50
FWIS 258,24352,"Georgic, Quinn","Tue,Thu",16:00,17:15
FWIS 261,23741,"McCullough, Meredith","Mon,Wed,Fri",14:00,14:50
FWIS 261,25752,"McCullough, Meredith","Mon,Wed,Fri",15:00,15:50
FWIS 265,24353,"Huseby, Amy","Tue,Thu",14:30,15:45
FWIS 269,25643,"Suetterlin, Nicole","Tue,Thu",10:50,12:05
FWIS 270,24354,"Neill, Heather E.","Mon,Wed,Fri",09:00,09:50
FWIS 270,24355,"Neill, Heather E.","Mon,Wed,Fri",10:00,10:50
FWIS 271,24159,"Zaytseva, Arina","Mon,Wed",16:00,17:15
FWIS 276,24356,"Schoenberger, Kevin","Tue,Thu",14:30,15:45
FWIS 276,25744,"Schoenberger, Kevin","Mon,Wed",16:00,17:15
FWIS 278,25637,"Saenz, Victor","Mon,Wed,Fri",11:00,11:50
FWIS 279,24357,"Kimbro, Robert","Mon,Wed,Fri",09:00,09:50
FWIS 280,25753,"McCullough, Meredith","Mon,Wed,Fri",10:00,10:50
FWIS 287,24358,"Ray, Patrick","Tue,Thu",09:25,10:40
FWIS 288,24359,"Nixon, Burke","Mon,Wed,Fri",14:00,14:50
FWIS 289,25638,"Richardson, Laura","Tue,Thu",14:30,15:45
FWIS 291,23007,"Richardson, Laura","Tue,Thu",13:00,14:15
FWIS 291,23583,"Messmer, David","Tue,Thu",13:00,14:15
FWIS 295,23837,"Klein, Andrew","Mon,Wed,Fri",10:00,10:50
FWIS 295,24360,"Klein, Andrew","Mon,Wed,Fri",11:00,11:50
FWIS 297,23009,"Cone, Michael","Mon,Wed,Fri",15:00,15:50
GREE 102,20606,"Mackie, Hilary","Mon,Wed,Fri",14:00,14:50
GREE 310,23033,"Wright, Susannah","Tue,Thu",10:50,12:05
GREE 510,23034,"Wright, Susannah","Tue,Thu",10:50,12:05
SOPA 200,21685,"Perry, Steven","Tue,Thu",14:30,15:45
SOPA 309,22725,"Pugh, Alex","Tue,Thu",09:25,10:40
SOPA 401,21305,"Vann, Elizabeth Pugh, Alex","Tue,Thu",14:30,15:45
DSCI 101,22712,"Luzi, Lorenzo","Mon,Wed",16:00,17:15
DSCI 101,22712,"Luzi, Lorenzo",Tue,16:00,18:00
DSCI 101,25620,"Luzi, Lorenzo","Mon,Wed",08:00,09:15
DSCI 101,25620,"Luzi, Lorenzo",Tue,10:00,12:00
DSCI 238,25990,"Luzi, Lorenzo","Tue,Thu",08:00,09:15
DSCI 301,22078,"Bertolusso, Roberto","Tue,Thu",14:30,15:45
DSCI 301,22078,"Bertolusso, Roberto",Tue,18:00,20:00
DSCI 302,23832,"Myers, Risa","Mon,Wed,Fri",11:00,11:50
DSCI 303,24026,"Sano, Akane","Tue,Thu",14:30,15:45
DSCI 304,22153,"Perry, Steven","Tue,Thu",10:50,12:05
DSCI 305,21699,"Abramson, Corey","Tue,Thu",16:00,17:15
DSCI 435,21724,"Lan, Xinjie Shaw, Chad Barman, Arko","Mon,Wed",16:00,17:30
DSCI 535,21726,"Lan, Xinjie Shaw, Chad Barman, Arko","Mon,Wed",16:00,17:30
DSCI 535,22981,"Lan, Xinjie","Tue,Thu",18:30,19:30
LATI 102,20001,"Mackie, Hilary","Mon,Wed,Fri",13:00,13:50
LATI 202,22890,"Somerville, Ted","Tue,Thu",09:25,10:40
LATI 310,23377,"McGill, Scott","Mon,Wed",11:00,12:15
LATI 510,24568,"McGill, Scott","Mon,Wed",11:00,12:15
PHIL 102,25533,"Theunissen, Nandi","Mon,Wed",11:00,11:50
PHIL 102,25533,"Theunissen, Nandi",Fri,11:00,11:50
PHIL 108,25442,"Howell, Robert Ferreira Flores, Rodrigo","Tue,Thu",10:50,12:05
PHIL 130,25456,"Schroeder, Tim","Tue,Thu",09:25,10:40
PHIL 150,25815,"Pinto Talero, Daniel","Tue,Thu",08:00,09:15
PHIL 160,25814,"Skretta, Anton","Mon,Wed,Fri",09:00,09:50
PHIL 266,25458,"Havens, Dallas","Tue,Thu",16:00,17:15
PHIL 269,23167,"Heisenberg, Thimo","Tue,Thu",13:00,14:15
PHIL 283,23547,"Miller, Brian","Mon,Wed,Fri",11:00,11:50
PHIL 285,25813,"Aghahosseini, Mustafa","Mon,Wed,Fri",08:00,08:50
PHIL 310,23549,"Miller, Brian","Mon,Wed,Fri",10:00,10:50
PHIL 330,22632,"Amaya, Santiago","Tue,Thu",10:50,12:05
PHIL 345,25459,"Miller, Brian","Mon,Wed,Fri",09:00,09:50
PHIL 363,25448,"Amaya, Santiago","Tue,Thu",09:25,10:40
PHIL 370,23789,"Berg, Amy","Tue,Thu",16:00,17:15
PHIL 430,23182,"Gubka, Steven","Mon,Wed,Fri",13:00,13:50
PHIL 431,23551,"Schroeder, Tim","Tue,Thu",13:00,14:15
PHIL 460,25460,"Theunissen, Nandi",Wed,16:00,18:30
PHIL 460,25469,"Bruno-Niño, Teresa","Tue,Thu",09:25,10:40
PHIL 500,25470,"Reis-Dennis, Samuel",Thu,14:30,17:00
PHIL 505,23801,"Miller, Brian","Mon,Wed,Fri",10:00,10:50
PHIL 545,25461,"Kriegel, Uriah",Mon,15:00,17:30
PHIL 560,25487,"Theunissen, Nandi",Wed,16:00,18:30
PHIL 630,25471,"Siewert, Charles",Tue,14:30,17:00
PHIL 631,23554,"Schroeder, Tim","Tue,Thu",13:00,14:15
PHIL 672,23768,"Berg, Amy",Fri,13:00,15:30
ENGI 221,23983,"Panahi, Hesam","Tue,Thu",13:00,14:15
ENGI 400,22991,"Volz, Tracy",Mon,16:00,16:50
ENGI 500,24031,"Volz, Tracy",Mon,16:00,16:50
ENGI 501,22772,"Dardashti, Amirpooya","Tue,Thu",13:00,14:15
ENGI 501,23482,"Dardashti, Amirpooya","Tue,Thu",14:30,15:45
ENGI 501,24507,"Womack, Anne-Marie","Mon,Wed",14:00,15:15
ENGI 501,26017,"Womack, Anne-Marie","Mon,Wed",12:00,13:15
ENGI 600,22992,"Escoto, Kamisha",Thu,10:50,12:05
ENGI 600,24508,"Escoto, Kamisha",Tue,10:50,12:05
CHEM 122,22163,"Tran, Lesa","Mon,Wed,Fri",10:00,10:50
CHEM 122,22164,"Tran, Lesa Wittung Stafshede, Pernilla","Mon,Wed,Fri",13:00,13:50
CHEM 124,20158,"Kobylianskii, Krista",Mon,14:00,17:30
CHEM 124,20031,"Kobylianskii, Krista",Tue,14:00,14:29
CHEM 124,20031,"Kobylianskii, Krista",Tue,14:30,17:30
CHEM 124,20032,"Kobylianskii, Krista",Wed,14:00,17:30
CHEM 124,20030,"Nankya, Rosalynn Kobylianskii, Krista",Wed,18:30,22:00
CHEM 124,22463,"Kobylianskii, Krista",Thu,14:00,14:29
CHEM 124,22463,"Kobylianskii, Krista",Thu,14:30,17:30
CHEM 176,24457,"Whitmire, Kenton","Tue,Thu",10:50,12:05
CHEM 178,24014,"Tran, Lesa",Tue,15:00,16:30
CHEM 178,24014,"Tran, Lesa",Thu,15:00,17:30
CHEM 210,24458,"Tour, James",Fri,15:00,15:50
CHEM 211,20150,"Yearty, Kasey Leigh","Tue,Thu",10:50,12:05
CHEM 213,20551,"O'Leary, Lesley",Fri,09:00,09:50
CHEM 213,22462,"O'Leary, Lesley",Fri,10:00,10:50
CHEM 213,24092,"O'Leary, Lesley",Fri,11:00,11:50
CHEM 213,24051,"Nankya, Rosalynn",Fri,13:00,13:50
CHEM 213,22496,"Nankya, Rosalynn",Fri,14:00,14:50
CHEM 213,24027,"Nankya, Rosalynn",Fri,11:00,11:50
CHEM 213,24029,"O'Leary, Lesley",Fri,13:00,13:50
CHEM 215,21106,"McNeil, Carrie",Mon,13:00,16:30
CHEM 215,24461,"McNeil, Carrie Nankya, Rosalynn",Mon,18:30,22:00
CHEM 215,24462,"McNeil, Carrie",Tue,13:00,16:30
CHEM 302,21314,"Bagchi, Kushal","Tue,Thu",10:50,12:05
CHEM 313,22962,"Zubarev, Eugene","Tue,Thu",10:50,12:05
CHEM 314,22963,"Zubarev, Eugene Phillips, Stephen",Mon,09:00,09:50
CHEM 314,22964,"Zubarev, Eugene Phillips, Stephen",Mon,10:00,10:50
CHEM 314,22965,"Zubarev, Eugene",Mon,11:00,11:50
CHEM 314,22966,"Zubarev, Eugene",Mon,13:00,13:50
CHEM 320,21714,"Ball, Zachary","Tue,Thu",10:50,12:05
CHEM 320,21714,"Ball, Zachary",Fri,14:00,14:50
CHEM 360,20033,"Yruegas, Samantha","Tue,Thu",08:00,09:15
CHEM 362,21077,"Yruegas, Samantha",Tue,15:00,15:50
CHEM 362,21076,"Yruegas, Samantha",Thu,15:00,15:50
CHEM 365,23234,"Yearty, Kasey Leigh",Tue,13:30,14:30
CHEM 365,23234,"Yearty, Kasey Leigh",Thu,13:30,17:30
CHEM 368,20419,"Nienhaus, Lea",Tue,13:30,17:30
CHEM 369,25772,"Mou, Quanbing",Tue,13:30,14:30
CHEM 369,25772,"Mou, Quanbing",Thu,13:30,17:30
CHEM 420,20151,"Kolomeisky, Anatoly","Mon,Wed",08:00,09:15
CHEM 454,25779,"Ma, Yuan","Mon,Wed",19:00,20:15
CHEM 475,21518,"Hernandez Sanchez, Raul","Mon,Wed,Fri",10:00,10:50
CHEM 511,24467,"Sarlah, David","Tue,Thu",08:00,09:15
CHEM 520,20550,"Kolomeisky, Anatoly","Mon,Wed",08:00,09:15
CHEM 525,24468,"Weisman, Bruce","Mon,Wed,Fri",10:00,10:50
CHEM 531,24469,"Scuseria, Gustavo","Wed,Fri",11:00,12:15
CHEM 545,23478,"West, Julian","Tue,Thu",16:00,17:15
CHEM 548,23479,"Hartgerink, Jeffrey","Mon,Wed,Fri",09:00,09:50
CHEM 553,22348,"Kurti, Laszlo","Mon,Wed",11:00,12:15
CHEM 554,25780,"Ma, Yuan","Mon,Wed",19:00,20:15
CHEM 558,22090,"Jones, Matt","Tue,Thu",10:50,12:05
CHEM 575,21517,"Hernandez Sanchez, Raul","Mon,Wed,Fri",10:00,10:50
CHEM 600,20148,"Neumann, Oara",Mon,12:00,12:50
CHEM 600,20034,"Kurti, Laszlo",Tue,12:15,13:29
CHEM 600,24470,"Jones, Matt",Thu,12:15,13:15
CHEM 600,20149,"Ma, Yuan Hartgerink, Jeffrey",Fri,13:00,14:15
CHEM 656,22091,"Renata, Hans","Tue,Thu",09:25,10:40
CHBE 305,20123,"Garcia Camargo, Lucas","Tue,Thu",16:00,17:15
CHBE 310,20141,"Thyer, Ross","Mon,Wed",14:00,15:15
CHBE 344,24453,"Wong, Michael",Tue,12:30,15:30
CHBE 344,24453,"Wong, Michael",Mon,13:00,13:50
CHBE 344,24454,"Wong, Michael",Fri,12:00,15:00
CHBE 344,24454,"Wong, Michael",Mon,13:00,13:50
CHBE 350,20388,"Cox, Ken Perez, John",Fri,15:30,16:20
CHBE 402,20400,"Mohite, Aditya Kampouri, Stavroula","Mon,Wed,Fri",11:00,11:50
CHBE 404,20124,"McGlamery, Gerry","Tue,Thu",10:50,12:05
CHBE 405,22382,"McGlamery, Gerry","Tue,Thu",08:00,09:15
CHBE 406,24001,"Mikos, Antonios","Mon,Wed",11:00,12:15
CHBE 410,22301,"Garcia Camargo, Lucas","Tue,Thu",09:25,10:40
CHBE 411,22599,"Senftle, Thomas","Mon,Wed,Fri",09:00,09:50
CHBE 415,22600,"Cox, Ken Zofchak, Everett","Tue,Thu",16:00,17:15
CHBE 462,26023,"Zhang, Yirui Arlene","Mon,Wed",15:30,16:45
CHBE 506,22383,"McGlamery, Gerry","Tue,Thu",08:00,09:15
CHBE 510,22961,"Wang, Haotian","Mon,Wed",14:00,15:15
CHBE 515,22819,"Cox, Ken Zofchak, Everett","Tue,Thu",16:00,17:15
CHBE 545,22103,"Thyer, Ross","Mon,Wed",15:30,16:45
CHBE 548,24045,"De Paula, Ericson","Tue,Thu",16:00,17:15
CHBE 549,24007,"Medlock, Kenneth Meidl, Rachel","Tue,Thu",10:50,12:05
CHBE 562,26024,"Zhang, Yirui Arlene","Mon,Wed",15:30,16:45
CHBE 590,22601,"Adams, Jason","Mon,Wed,Fri",11:00,11:50
CHBE 594,24041,"Verduzco, Rafael","Mon,Wed",16:00,17:15
CHBE 602,20125,"Marciel, Amanda","Tue,Thu",10:50,12:05
CHBE 603,23322,"Pasquali, Matteo","Tue,Thu",13:00,14:15
CHBE 614,24455,"Halsey, Thomas","Mon,Wed",12:30,13:45
CHBE 615,25963,"Chapman, Walter","Mon,Wed",16:00,17:15
CHBE 620,23878,"Mikos, Antonios","Mon,Wed",11:00,12:15
CHBE 657,24065,"Bakhshian, Sahar",Thu,16:00,18:50
CHBE 662,22843,"Wang, Haotian",Thu,14:30,15:29
MDIA 203,24287,"O'Malley, Hayley Oukaderova, Lida","Tue,Thu",13:00,14:15
MDIA 204,24288,"Huggins, Julia","Tue,Thu",09:25,10:40
MDIA 242,25606,"Dango, Michael",Wed,16:00,18:30
MDIA 341,25613,"Mayes, Liam","Tue,Thu",16:00,17:15
MDIA 381,25630,"Evans, Christopher","Tue,Thu",10:50,12:05
THEA 100,24604,"Krouskop, Mark","Tue,Thu",14:30,15:45
THEA 102,21210,"Clark, Kyle","Tue,Thu",10:50,12:05
THEA 102,23625,"Clark, Kyle","Mon,Wed,Fri",10:00,10:50
THEA 207,24605,"Stepanik, Amber","Mon,Wed",13:00,14:15
THEA 250,25669,"Kimbro, Robert","Mon,Wed,Fri",10:00,10:50
THEA 303,24606,"Kimbro, Robert","Mon,Wed,Fri",11:00,11:50
THEA 308,24607,"Coriell, Alison","Mon,Wed",13:00,14:15
THEA 324,22947,"Clark, Kyle","Tue,Thu",14:30,15:45
THEA 331,23630,"Krouskop, Mark Stepanik, Amber","Mon,Tue,Wed,Thu,Fri",19:00,21:59
THEA 331,23631,"Keefe, Christina","Mon,Tue,Wed,Thu,Fri",19:00,21:59
STAT 280,20185,"Peterson, Leif","Mon,Wed",14:00,15:15
STAT 280,20185,"Peterson, Leif",Tue,18:30,19:50
STAT 305,20925,"Peterson, Leif","Tue,Thu",09:25,10:40
STAT 305,20925,"Peterson, Leif",Mon,18:30,19:50
STAT 305,20923,"Peterson, Leif","Tue,Thu",09:25,10:40
STAT 305,20923,"Peterson, Leif",Wed,18:30,19:50
STAT 310,21081,"McGuffey, Elizabeth","Tue,Thu",13:00,14:15
STAT 310,22574,"Graves, Rose","Mon,Wed",14:00,15:15
STAT 313,22380,"Duenas Osorio, Leonardo","Mon,Wed,Fri",10:00,10:50
STAT 315,22077,"Bertolusso, Roberto","Tue,Thu",14:30,15:45
STAT 315,22077,"Bertolusso, Roberto",Tue,18:00,20:00
STAT 376,22116,"Brown, Bryan","Mon,Wed",16:00,17:15
STAT 376,22116,"Brown, Bryan",Thu,18:00,18:50
STAT 405,20281,"Bertolusso, Roberto","Tue,Thu",16:00,17:15
STAT 410,21289,"Pizzo, Gina","Tue,Thu",13:00,14:15
STAT 410,21289,"Pizzo, Gina",Thu,17:30,19:30
STAT 411,20136,"Harmon, James","Tue,Thu",14:30,15:45
STAT 419,21456,"Pizzo, Gina Lenderman, Jason","Tue,Thu",10:50,12:05
STAT 421,20574,"Ensor, Katherine","Mon,Wed",14:00,15:15
STAT 423,25986,"Kimmel, Marek","Tue,Thu",09:25,10:40
STAT 450,22079,"McGuffey, Elizabeth","Tue,Thu",09:25,10:40
STAT 453,20119,"Yuan, Ying Liu, Suyu","Tue,Thu",16:00,17:15
STAT 486,23254,"Jackson, Mike","Tue,Thu",17:30,18:45
STAT 499,20394,"Jackson, Mike",Wed,11:00,11:50
STAT 499,25728,"Peterson, Christine",Wed,14:00,14:50
STAT 499,25836,"Powers, Scott",Mon,15:00,15:50
STAT 502,25754,"Merenyi, Erzsebet","Tue,Thu",13:00,14:15
STAT 510,20121,"Osborn, Seth","Tue,Thu",13:00,14:15
STAT 519,21457,"Cox, Dennis","Tue,Thu",10:50,12:05
STAT 533,21030,"Luo, Hengrui","Tue,Thu",13:00,14:15
STAT 552,24225,"Pang, Guodong",Wed,16:00,18:15
STAT 553,20122,"Yuan, Ying Liu, Suyu","Tue,Thu",16:00,17:15
STAT 581,24597,"Viens, Frederi",Tue,18:30,21:00
STAT 601,20140,"Wang, Judy",Mon,16:00,16:50
STAT 605,23263,"Bertolusso, Roberto","Tue,Thu",16:00,17:15
STAT 611,20421,"Thirkettle, Matt","Mon,Wed",10:30,11:45
STAT 613,23730,"Zhang, Cindy",Wed,13:00,15:30
STAT 616,25940,"Zhu, Hongjian","Mon,Wed",18:30,19:45
STAT 621,20575,"Ensor, Katherine","Mon,Wed",14:00,15:15
STAT 623,25987,"Kimmel, Marek","Tue,Thu",09:25,10:40
STAT 625,24600,"Li, Meng","Mon,Wed",14:00,15:15
STAT 686,23255,"Jackson, Mike","Tue,Thu",17:30,18:45
STAT 699,20395,"Jackson, Mike",Wed,11:00,11:50
STAT 699,23179,"Vannucci, Marina",Fri,10:00,10:50
STAT 699,24601,"Peterson, Christine",Wed,14:00,14:50
STAT 699,25837,"Powers, Scott",Mon,15:00,15:50
FILM 284,24401,"Dove, Charles",Mon,14:00,17:50
FILM 288,25607,"Thirumalaisamy, Sindhu","Tue,Thu",16:30,17:59
FILM 308,25581,"Coriell, Alison","Mon,Wed",13:00,14:15
FILM 327,24403,"Thirumalaisamy, Sindhu","Tue,Thu",14:30,15:59
FILM 328,25568,"Newsome, Marc","Mon,Wed",10:30,11:59
FILM 336,25591,"Oukaderova, Lida",Tue,16:00,18:29
FILM 373,25565,"Williamson, Clinton","Tue,Thu",14:30,15:45
FILM 433,24404,"Dove, Charles",Wed,13:00,16:50
ECON 100,22012,"DeNicco, James","Tue,Thu",10:50,12:05
ECON 100,22305,"DeNicco, James","Tue,Thu",13:00,14:15
ECON 100,22306,"DeNicco, James","Mon,Wed",14:00,15:15
ECON 100,22307,"DeNicco, James","Mon,Wed",16:00,17:15
ECON 102,25787,"Ryan, James",Wed,16:00,16:50
ECON 200,22013,"Brown, Jim","Tue,Thu",10:50,12:05
ECON 200,22013,"Brown, Jim",Wed,13:00,13:50
ECON 200,22308,"Brown, Jim","Tue,Thu",13:00,14:15
ECON 200,22308,"Brown, Jim",Wed,13:00,13:50
ECON 203,22014,"Carlton, Amelie","Mon,Wed,Fri",10:00,10:50
ECON 203,22309,"Carlton, Amelie","Mon,Wed,Fri",14:00,14:50
ECON 205,22015,"Dudey, Marc P.",Tue,18:30,21:00
ECON 208,25756,"Coleman, Chase",Fri,13:00,15:30
ECON 208,25756,"Coleman, Chase",Wed,18:00,18:50
ECON 209,22016,"Ore Monago, Tilsa","Tue,Thu",09:25,10:40
ECON 209,22016,"Ore Monago, Tilsa",Thu,18:00,18:59
ECON 209,22017,"Ore Monago, Tilsa","Tue,Thu",09:25,10:40
ECON 209,22017,"Ore Monago, Tilsa",Thu,19:00,19:59
ECON 209,24509,"Dominitz, Jeff","Mon,Wed",14:00,15:15
ECON 209,24509,"Dominitz, Jeff",Tue,19:00,19:50
ECON 210,24511,"Yektansani, Kiana","Mon,Wed,Fri",09:00,09:50
ECON 211,24512,"Yektansani, Kiana","Mon,Wed,Fri",15:00,15:50
ECON 214,25861,"Yektansani, Kiana","Mon,Wed,Fri",16:00,16:50
ECON 300,22018,"Ore Monago, Tilsa","Tue,Thu",10:50,12:05
ECON 305,22019,"Boylan, Richard","Tue,Thu",10:50,12:05
ECON 307,21082,"McGuffey, Elizabeth","Tue,Thu",13:00,14:15
ECON 307,22575,"Graves, Rose","Mon,Wed",14:00,15:15
ECON 308,22020,"Alva, Samson","Tue,Thu",10:50,12:05
ECON 308,22020,"Alva, Samson",Mon,19:00,19:50
ECON 310,22021,"Brown, Bryan","Mon,Wed",16:00,17:15
ECON 310,22021,"Brown, Bryan",Thu,18:00,18:50
ECON 343,20963,"Hartley, Peter","Mon,Wed,Fri",13:00,13:50
ECON 365,25576,"Lopez Alonso, Moramay","Tue,Thu",14:30,15:45
ECON 434,25646,"Coleman, Chase",Fri,16:00,18:30
ECON 434,25646,"Coleman, Chase",Thu,19:00,19:50
ECON 445,22022,"Boylan, Richard","Tue,Thu",09:25,10:40
ECON 450,24513,"Calvi, Rossella","Mon,Wed,Fri",14:00,14:50
ECON 471,25692,"Kong, Yunmi","Tue,Thu",08:00,09:15
ECON 471,25692,"Kong, Yunmi",Mon,18:00,18:50
ECON 480,23541,"Hartley, Peter","Mon,Wed,Fri",11:00,11:50
ECON 489,24515,"Thirkettle, Matt","Mon,Wed",18:30,19:45
ECON 494,25705,"Eraslan, Hulya",Fri,11:00,11:50
ECON 494,25705,"Eraslan, Hulya","Tue,Thu",13:00,14:15
ECON 496,24516,"Alva, Samson","Tue,Thu",14:30,15:45
ECON 505,22023,"Back, Kerry","Tue,Thu",14:30,15:45
ECON 508,22565,"Eraslan, Hulya",Wed,16:00,18:30
ECON 509,22637,"Dudey, Marc P.",Fri,14:00,16:30
ECON 511,20420,"Thirkettle, Matt","Mon,Wed",10:30,11:45
ECON 516,24517,"Kong, Yunmi",Mon,16:00,18:30
